Year,Month,Day,realization,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf
2024,1,1,1,17588.298268665847,38921.05437586796,18507.919182762467,10394.96802068532,2465.671998042247,6532.991279179418,6533.561389922329,6974.159930897084,7974.600274668516,3996.5444282736366,7415.324622466147,7628.03264461336,1796.3961176018986,856.4519465785448,1152.2543074486982
2024,1,2,1,17836.779054788054,34791.08771127647,20543.25168684424,10276.402922185482,2465.671998042247,4253.31231202101,4253.683483347959,13097.812516628435,19466.72593116435,3996.5444282736366,16430.220286525593,12322.386718736328,3359.86971546272,1380.9206411586672,1086.9849984463929
2024,1,3,1,13722.351377298484,29301.026739331905,17510.096023374153,9001.828014404076,2465.671998042247,4207.525935122462,4207.89311083634,7970.468492453915,13706.778166066966,3996.5444282736366,10709.963387998616,9566.64871088533,2691.5494624943963,1157.0752400929948,1032.593882206553
2024,1,4,1,12958.272987193875,26725.749254661376,16509.438123689608,8288.157234056836,2465.671998042247,2506.2009889633305,2506.419696144565,5348.475929639591,8111.135808886872,3996.5444282736366,8043.215952499297,6806.22805204469,1918.1857103975249,803.4643846597804,820.0502505765155
2024,1,5,1,11102.94978717323,24270.541006201543,14468.436139014257,7642.889414172819,2465.671998042247,2961.654841883721,2961.913294890927,4796.861206416187,6845.289519597615,3996.5444282736366,6899.642076392164,6541.658446089991,1636.547333477668,685.5941074316244,816.7031172733198
2024,1,6,1,12142.427736402036,23450.75814899605,13178.636279080252,7353.316939242248,2465.671998042247,2600.183552070669,2600.410460773472,4439.648140697672,6752.72303677065,3996.5444282736366,5519.713619167599,5094.720383807135,1552.8169988788286,622.8741429662122,670.2655874981137
2024,1,7,1,11278.956995554056,22765.535613932305,13178.636279080252,7166.348880279551,2465.671998042247,1915.7978680349624,1915.965052851096,4167.485820191025,6204.266811517298,3996.5444282736366,5734.581377283994,4933.169055887376,1269.6562315706092,573.1307310621692,722.9830799257594
2024,1,8,1,10359.57806875466,22724.13242747622,10939.203606338482,7038.663370566591,2465.671998042247,2670.0680220736126,2670.301029343734,3484.6499380452533,6319.97483881938,3996.5444282736366,4956.282653272234,4584.311819602936,1254.432561726047,524.4686945801222,661.8976970794106
2024,1,9,1,8707.180850116227,21597.9660626878,10125.637493149276,8903.783779316167,2465.671998042247,2638.7405010378834,2638.9707744674824,3713.0718722446895,5153.637500781912,3996.5444282736366,4801.100380608251,4265.891814753373,1170.7022271272074,484.45766147399377,628.4262878328158
2024,1,10,1,9301.464087787854,20544.255308037133,9303.5672783013,2815.921386096129,2465.671998042247,2243.5318808785573,2243.727665867805,3229.497755885636,5102.725930144972,3996.5444282736366,4934.795882703861,4179.262815183441,1093.0613872135148,457.4232046779927,723.8198727784027
2024,1,11,1,11912.582982017828,21763.57876339173,9073.954566203472,8269.916461084887,2465.671998042247,2084.484519766184,2084.666425262053,4223.3762900391785,3698.0299674363514,3996.5444282736366,4111.136204428634,4001.322208798674,1029.121860190174,431.4701233039876,570.6880382896626
2024,1,12,1,9086.114085246772,18430.62322375958,8952.061389220622,3440.668293114289,2465.671998042247,1824.225167614987,1824.3843612096364,3377.7289996797795,4649.150326919951,3996.5444282736366,5130.564283377868,3895.9626490139694,992.5849923816888,399.0287419005397,656.8769780709282
2024,1,13,1,12181.770530562288,25481.583860361432,10647.226905792795,6787.852581474192,2465.671998042247,1867.6017352029892,1867.7647141152847,3151.737092883632,4975.447054373885,3996.5444282736366,3946.404279260343,3769.531159773988,927.1230749700464,392.5404893686009,1123.803579103443
2024,1,14,1,12660.096025699986,27831.214048782414,10655.731067067083,7677.090919131394,2465.671998042247,2166.41798294428,2166.6070384799345,3659.611429799579,4079.866594750681,3996.5444282736366,3944.016866133989,3924.0585549540265,1019.9876181624536,392.5404893686009,1243.4639662384463
2024,1,15,1,9678.326592234744,24723.90576027941,10338.241882699083,7257.552794593955,2465.671998042247,2944.786176710508,2945.04315764974,3338.8486681788995,4089.1232531975934,3996.5444282736366,4548.033960040116,3874.890763304063,1129.5982550219385,400.1101410712815,1242.6271733859203
2024,1,16,1,16422.509241060394,27191.53497821191,11718.752955199488,7952.982801969246,2465.671998042247,2535.1187006886653,2535.339931414998,3581.85076679782,5928.881603879577,3996.5444282736366,4715.15329833476,4425.101817178312,931.6902127009214,413.08666988390496,29151.11314048737
2024,1,17,1,14745.26393473673,28779.34674339424,14355.047123305694,9494.32923082968,2465.671998042247,3236.373049897586,3236.6554765785604,4405.627864003369,8617.937172770924,3996.5444282736366,5939.899482895711,4795.030982917715,1246.8207100866896,454.1790546632712,947.2417352778132
2024,1,18,1,13970.83216342069,26477.33022616567,13249.5044288024,9067.950834973024,2465.671998042247,3602.663958331426,3602.978349907653,5151.64424473166,8050.967630624103,3996.5444282736366,6393.509130390561,5328.852758326642,1298.5812811738892,498.515589457359,1009.1638728696628
2024,1,19,1,16159.53374846378,24164.96290104321,12274.359012940162,8865.022093477995,2465.671998042247,3318.306513075833,3318.5960897965924,5064.163525592002,6447.253765411907,3996.5444282736366,6388.734304138222,5359.289989761834,1405.1471372566482,505.003865738056,1153.9278550467247
2024,1,20,1,13819.673042725704,23380.372745556557,12920.67634286332,7223.351339089673,2465.671998042247,2930.3273208478404,2930.583040014524,4245.246483192784,6685.612390083059,3996.5444282736366,6145.217536074763,4979.9955220422025,1319.8944457035982,457.4232046779927,1100.3735697665534
2024,1,21,1,11301.734397923748,25046.85051537309,10224.85286699052,7800.806089384916,2465.671998042247,2619.4620265542767,2619.690617620477,4767.700984528216,6940.170141625947,3996.5444282736366,5173.537824514614,4731.8152382978815,1269.6562315706092,416.3308198986264,1022.5524822968482
2024,1,22,1,11691.020968897616,25171.06002962094,10556.515693225836,9761.10070245404,2465.671998042247,2689.3464431802504,2689.581132809112,3907.473583224831,5445.221835291368,3996.5444282736366,5343.044628368278,4919.121146662561,1223.9851551686174,392.5404893686009,1047.656039231765
2024,1,23,1,11746.92915484843,22612.34388270104,11412.602672402012,7553.965590298032,2465.671998042247,2583.314886897608,2583.540323532436,4043.554743478277,6486.594487579842,3996.5444282736366,4903.759459630443,4949.558334352382,1184.4035400175592,377.4011859632397,1019.20531088651
2024,1,24,1,11945.713765598952,24374.048949782016,9615.387041692358,7029.543008807763,2465.671998042247,2809.8369087025303,2810.0821131026314,4254.966539330439,4551.955514869529,3996.5444282736366,5503.00172728423,4825.468170607535,1132.6429689303595,366.58738424583765,990.754582541255
2024,1,25,1,10454.829048866332,19755.52478427343,9822.321950648588,6313.592138020538,2465.671998042247,2101.3531315622763,2101.536509121461,3817.562783206876,4707.004365981711,3996.5444282736366,5383.6307563786695,4734.156563792702,1123.5087603367915,347.1225791525172,993.26496109895
2024,1,26,1,10510.737234817754,19405.66797377511,8302.909378616754,4503.194097641468,2465.671998042247,2713.444536284645,2713.681328867755,3817.562783206876,5155.951639983276,3996.5444282736366,5121.014630873191,4516.413467738202,1086.9718925283678,333.06465116915194,964.814232753695
2024,1,27,1,10510.737234817754,16880.074321876706,9266.715833292388,6523.361150835151,2465.671998042247,2296.5476323314697,2296.7480438154053,3771.392422971385,4554.269704891977,3996.5444282736366,5414.667179452088,4710.743308842603,1064.1363376102347,323.3322486224917,937.2002972609658
2024,1,28,1,10661.896355512134,18761.84862516837,9258.2116720181,6288.511044275085,2465.671998042247,2551.987365861727,2552.210068656033,3943.9238873226673,5294.801364223724,3996.5444282736366,4459.699412207973,4556.215957407936,1058.0468763592403,312.51844690508966,933.016371105127
2024,1,29,1,10661.896355512134,17439.017181112897,9028.59895992027,5463.115486201509,2465.671998042247,2978.5235070567824,2978.783432131961,3751.952257221068,4285.826965678721,3996.5444282736366,4908.534285882782,4441.491095643319,1039.778425737952,307.1115697951344,902.892057054703
2024,1,30,1,10233.26703574612,19544.36861907533,12526.649528179596,8607.37098361209,2465.671998042247,3111.062965754367,3111.3344570732515,4937.802421476211,5042.557751882203,3996.5444282736366,5815.753633305146,5132.181591727105,1096.1061011219356,362.2618825578784,1068.575708117985
2024,1,31,1,11160.928613072085,17871.68036452246,10737.938118359752,6366.034366497138,2465.671998042247,2535.1187006886653,2535.339931414998,4160.195737981161,5102.725930144972,3996.5444282736366,5175.925237640967,4663.916842687776,1030.6442171443844,335.22740201313155,925.4852735389496
2024,2,1,1,10256.947306274322,17322.101984806315,9316.660320744764,6025.220660733457,2478.573184059738,2324.425614383504,2324.628458679054,3109.99304879299,3758.191437312978,4441.693035692007,4259.320141990662,3571.1763753288683,1004.799823156177,304.945351634172,2144.5237598049234
2024,2,2,1,9405.924903822057,15969.004698155117,7873.827110221192,6638.924620677865,2478.573184059738,2028.1986826465663,2028.375676279088,3225.9834620411552,4991.63723673005,4441.693035692007,4323.782970460055,3389.928726517395,943.9028702559256,285.48073653083014,1833.9495349230465
2024,2,3,1,8565.540294444178,16353.8493193778,6380.466665947839,6043.4237495298285,2478.573184059738,2056.8658429530838,2057.045338265978,3049.5813440325182,2871.8691607698847,4441.693035692007,3683.929931478321,3375.98659295571,913.4543938058,268.17887227145553,1844.359849246282
2024,2,4,1,10605.866492640267,13709.06605028152,7023.285371916586,5918.602632795106,2478.573184059738,1679.4154148937666,1679.561971460112,2870.762781362623,4234.907822696518,4441.693035692007,3929.843602966642,3244.5322470464625,899.752579403283,264.93476975422567,1899.8814875298465
2024,2,5,1,10416.51397554351,13246.433689831823,7312.413441640185,5895.198633225733,2478.573184059738,2083.1440109610903,2083.325799475559,2820.0170156731897,4019.691199890228,4441.693035692007,3858.218272955597,3272.4165141698318,948.470141723472,256.28386137329034,1781.8979633068689
2024,2,6,1,8195.345567297569,13246.433689831823,8092.778456468215,6891.16735898755,2478.573184059738,2114.2000568123294,2114.384555476654,3489.3783365103563,2943.608035038767,4441.693035692007,3860.605738514616,3537.316920606356,835.8107788580007,254.12111052931076,1781.8979633068689
2024,2,7,1,9465.496463373478,14662.989430948188,8207.868256738437,6144.84091614947,2478.573184059738,2312.4809731520136,2312.6827750815173,3465.213675996269,4885.186020338129,4441.693035692007,4135.169573466807,3487.52361770413,919.5440890958618,255.2024859513068,1653.5041628675633
2024,2,8,1,9463.368931979709,13643.560580919442,8407.17017287419,6394.483248527131,2478.573184059738,2350.703782391511,2350.908919888635,3242.8987350959696,4422.354571803877,4441.693035692007,4352.433081491258,3067.2680712161027,946.9477179009566,254.12111052931076,2014.3948688715045
2024,2,9,1,8633.622115675607,13580.102171574676,7522.943552453835,6147.441371535787,2478.573184059738,2021.0319192583083,2021.2082874730656,3571.538203648404,4019.691199890228,4441.693035692007,4464.646112490827,3640.887043137292,907.3646985157992,246.55155382161325,1776.692806145251
2024,2,10,1,7948.549067410662,13320.127354144606,7320.834617456923,6147.441371535787,2478.573184059738,2164.367507283469,2164.556383881459,3184.9035284720094,4096.058403382567,4441.693035692007,4149.494628982778,3362.044459394026,866.2592553081264,237.9006216919321,1634.4185866082985
2024,2,11,1,7950.67664417254,13332.409624009542,6355.203078881541,5447.922878381791,2478.573184059738,2056.8658429530838,2057.045338265978,3325.0586022340167,3681.82423382064,4441.693035692007,3480.9914789694726,3232.581871847862,860.1695600181258,226.0055870450212,1478.263947973698
